pctChg1,pctChg2,pctChg3,pctChg4,pctChg5,pctChg6,pctChg7,pctChg8,pctChg9,pctChg10,pctChg11,pctChg12,pctChg13,pctChg14,y
-0.14,-0.413,1.067,-0.55,0.708,2.07,-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,0
-0.413,1.067,-0.55,0.708,2.07,-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,0
1.067,-0.55,0.708,2.07,-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,0
-0.55,0.708,2.07,-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,1
0.708,2.07,-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0
2.07,-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0
-0.575,1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,1
1.938,-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0
-1.308,5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,1
5.792,0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,0
0.672,1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,1
1.197,1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,0
1.016,-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1
-2.511,-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,1
-2.642,3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0
3.03,-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,0
-0.633,-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,1
-0.36,0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,0
0.348,0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0
0.517,-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,0
-0.438,0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0
0.084,-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0
-1.292,-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,0
-0.967,-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,0
-0.602,-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,0
-0.169,1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,0
1.086,0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0
0.896,0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,1
0.771,1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,0
1.436,0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,0
0.127,-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,1
-0.568,0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,0
0.161,-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,0
-2.338,0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0
0.496,0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,0
0.499,-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0
-0.592,1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0
1.439,-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,0
-0.23,1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,1
1.867,0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0
0.256,0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,1
0.15,-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,0
-0.785,-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,0
-0.359,2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,0
2.012,-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,0
-0.28,-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,1
-2.187,0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,0
0.366,-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0
-0.893,0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,0
0.112,0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0
0.329,-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0
-0.751,0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,0
0.884,0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0
0.267,0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,0
0.148,-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,0
-0.183,1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,0
1.03,-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,0
-1.662,-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,1
-1.119,0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,0
0.472,-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,0
-0.415,0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0
0.514,2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,0
2.149,0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0
0.513,0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,1
0.754,-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,0
-1.122,0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,0
0.05,-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0
-0.361,-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,0
-0.863,2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,0
2.512,-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,0
-0.401,-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1
-0.421,1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,0
1.98,-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,0
-0.873,0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,1
0.137,3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0
3.865,0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0
0.278,-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,1
-0.606,3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,0
3.499,-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,0
-1.011,0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,1
0.47,-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,0
-0.809,-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,0
-0.092,-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,3.097,0
-0.561,1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,3.097,-1.514,0
1.855,1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,3.097,-1.514,-3.326,0
1.506,2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,3.097,-1.514,-3.326,0.415,1
2.981,-1.221,0.202,0.747,8.462,-5.077,-5.446,-2.32,-1.539,3.097,-1.514,-3.326,0.415,3.603,1
